,statement,link,veracity
442,"""Every day on average 500 people die from gun violence.""",/factchecks/2019/jun/12/ilhan-omar/rep-ilhan-omars-claim-high-there-arent-500-gun-dea/,false
443,"""I have consistently voted against the Hyde Amendment.""",/factchecks/2019/jun/11/bernie-sanders/bernie-sanders-oversimplifies-record-hyde-amendmen/,half-true
444,"""The VA negotiates prescription drug prices. Medicare doesn't do that.""",/factchecks/2019/jun/07/seth-moulton/seth-moulton-correct-prescription-drug-prices-can-/,true
445,"Says immigrant military service members applying for U.S. citizenship ""are getting rejected at higher numbers than those who are not veterans.""",/factchecks/2019/jun/07/tulsi-gabbard/tulsi-gabbard-right-citizenship-denials-are-higher/,true
446,"""I’ve had tremendous Republican support. I have a 90% — 94% approval rating, as of this morning, in the Republican Party. That’s an all-time record.""",/factchecks/2019/jun/06/donald-trump/donald-trump-says-republican-voters-him-more-they-/,half-true
447,"""Remember after the shooting in Las Vegas, (President Donald Trump) said, ‘Yeah, yeah, we’re going to ban the bump stocks.’ Did he ban the bump stocks? No.""",/factchecks/2019/jun/06/kirsten-gillibrand/kirsten-gillibrand-wrong-about-donald-trump-and-bu/,pants-fire
448,"""The vast majority of Americans believe that climate change is real and we need to do something about it.""",/factchecks/2019/jun/06/michael-bennet/michael-bennet-right-majority-say-effects-global-w/,mostly-true
449,"""The majority of Americans across ALL parties favor these nondiscrimination policies for LGBTQ people (liberals at 81%, moderates at 76% and conservatives at 55%).""",/factchecks/2019/jun/05/taylor-swift/taylor-swift-says-most-democrats-independents-repu/,mostly-true
450,"The United Kingdom is ""our largest (trading) partner.""",/factchecks/2019/jun/05/donald-trump/donald-trump-said-uk-americas-largest-trading-part/,false
451,"""There has never been, ever before, an administration that’s been so open and transparent.""",/factchecks/2019/jun/04/donald-trump/trump-administration-most-transparent-ever-no/,pants-fire
452,"""Anybody can buy any weapon, any time without much, if any, regulation. They buy it over the internet. They can buy machine guns.""",/factchecks/2019/jun/04/barack-obama/barack-obama-wrong-limits-us-gun-laws/,barely-true
453,"Says U.S. Rep. Justin Amash ""votes more with Nancy Pelosi than he ever does with me.""",/factchecks/2019/jun/03/kevin-mccarthy/kevin-mccarthy-falsely-says-justin-amash-votes-mor/,false
454,"The 1994 crime bill ""did not generate mass incarceration.""",/factchecks/2019/may/30/joe-biden/joe-biden-1994-crime-bill-mass-incarceration/,half-true
455,"""We beat the NRA with tough, tough gun laws"" in Colorado.",/factchecks/2019/may/30/john-hickenlooper/fact-checking-presidential-hopeful-john-hickenloop/,true
456,"""In fact, ‘high Crimes and Misdemeanors’ is not defined in the Constitution and does not require corresponding statutory charges. The context implies conduct that violates the public trust—and that view is echoed by the Framers of the Constitution and early American scholars.""",/factchecks/2019/may/29/justin-amash/what-counts-high-crime-or-misdemeanor-impeachment-/,true
457,Video shows Nancy Pelosi slurring her speech at a public event.,/factchecks/2019/may/24/politics-watchdog/viral-video-nancy-pelosi-speech-was-manipulated/,pants-fire
458,"""Only 12% of legal immigrants are selected based on skill or based on merit. In countries like Canada, Australia and New Zealand, and others, that number is closer to 60, and even 70 and 75% in some cases.""",/factchecks/2019/may/24/donald-trump/donald-trumps-international-comparison-merit-based/,mostly-true
459,"Ohio ""thought that our (voting) machines were so awful we got rid of them, but South Carolina bought them. This is true. South Carolina bought all the machines we got rid of because they were not effective.""",/factchecks/2019/may/23/marcia-fudge/election-security-hearing-marcia-fudge-misleads-ab/,false
460,"""Drug prices are coming down, first time in 51 years because of my administration.""",/factchecks/2019/may/22/donald-trump/fact-checking-donald-trumps-claim-drug-prices-are-/,barely-true
461,"Says Pennsylvania Republican nominee for Congress Fred Keller ""was a 50-50 shot"" before his landslide victory.",/factchecks/2019/may/22/donald-trump/no-pa-special-election-winner-was-not-50-50-race/,false
462,"Says Joe Biden ""deserted you. … I guess he was born here, but he left you, folks. He left you for another state.""",/factchecks/2019/may/21/donald-trump/donald-trump-wrong-joe-biden-abandoned-scranton/,barely-true
463,"""You look at today, only half the 30-year-olds are doing better than their parents were at age 30. When I was being raised, it was 90%.""",/factchecks/2019/may/21/steve-bullock/fact-checking-steve-bullock-decline-american-dream/,mostly-true
464,"In Florida, ""it’s illegal for mayors to even bring up gun reform for discussion.""",/factchecks/2019/may/20/wayne-messam/fact-checking-wayne-messam-florida-law-mayors-disc/,barely-true
465,"""We’ve had a 30% increase in suicides in this country in just 15 years.""",/factchecks/2019/may/20/amy-klobuchar/yes-us-suicides-have-risen-30-past-decade-and-half/,true
466,"""When Connecticut did licensing, their shootings dropped, their murders dropped 40%. Suicides dropped 15%.""",/factchecks/2019/may/20/cory-booker/fact-checking-cory-bookers-statistic-about-connect/,mostly-true
467,"Tariffs are ""paid for mostly by China, by the way, not by us.""",/factchecks/2019/may/14/donald-trump/does-china-mostly-pay-us-tariffs-rather-us-consume/,false
468,"""Nowadays, there is more regulation over toy guns than real ones.""",/factchecks/2019/may/10/cory-booker/cory-bookers-claim-about-no-regulations-firearms-m/,barely-true
469,"""I’m one of the first guys to introduce a climate change bill, way, way back in ‘87.""",/factchecks/2019/may/08/joe-biden/was-joe-biden-climate-change-pioneer-congress-hist/,true
470,"When Joe Biden’s son Hunter was serving as ""a director to Ukraine’s largest private gas producer,"" the elder Biden ""threatened to withhold $1 BILLION in U.S. aid to Ukraine if they didn’t fire a prosecutor looking into"" the gas company.",/factchecks/2019/may/07/viral-image/fact-checking-joe-biden-hunter-biden-and-ukraine/,half-true
471,"""One out of five Americans cannot afford the cost of prescription drugs.""",/factchecks/2019/may/06/bernie-sanders/sanders-1-out-5-cant-afford-prescription-drugs/,mostly-true
472,"""I was always labeled as one of the most liberal members of the United States Congress.""",/factchecks/2019/may/06/joe-biden/joe-biden-claims-he-was-staunch-liberal-senate-he-/,false
473,Says Filipino news organizations are part of a plot to discredit President Rodrigo Duterte and destabilize his government.,/factchecks/2019/may/03/manila-times/claims-filipino-journalists-are-trying-oust-presid/,false
474,"""You've got millions of families paying 40, 50, 60% of their limited incomes to put a roof over their heads.""",/factchecks/2019/may/02/bernie-sanders/yes-millions-families-spend-bulk-income-housing/,true
475,"Speaking of the financial crisis that gained traction in 2007, ""I talked about it to anyone who would listen, a crisis is coming.""",/factchecks/2019/apr/30/elizabeth-warren/elizabeth-warren-says-she-warned-about-financial-c/,true
476,"The Russia investigation ""was a coup. This was an attempted overthrow of the United States government.""",/factchecks/2019/apr/29/donald-trump/was-donald-trump-target-coup-no/,pants-fire
477,"With a late-term abortion, ""the mother meets with the doctor. They take care of the baby, they wrap the baby beautifully. And then the doctor and the mother determine whether or not they will execute the baby.""",/factchecks/2019/apr/29/donald-trump/donald-trump-repeats-falsely-doctors-mothers-decid/,false
478,"""Half the country today has either diabetes or prediabetes.""",/factchecks/2019/apr/29/tim-ryan/does-half-population-have-diabetes-or-prediabetes-/,mostly-true
479,"Says Joe Biden ""voted for the Iraq War, for mass incarceration, and for the Bankruptcy Reform Act while voting against gay marriage, reproductive rights, and school desegregation.""",/factchecks/2019/apr/26/justice-democrats/biden-draws-barbs-progressive-democratic-organizat/,half-true
480,"""Most of home care is paid by government programs.""",/factchecks/2019/apr/25/john-delaney/most-home-care-government-funded/,mostly-true
481,"Says he has ""more executive experience than the vice president.""",/factchecks/2019/apr/24/pete-buttigieg/pete-buttigiegs-8-years-mayor-more-executive-exper/,barely-true
482,"Russia’s interference in the 2016 election amounted to ""a couple of Facebook ads.""",/factchecks/2019/apr/24/jared-kushner/jared-kushner-wrong-scope-russias-interference/,pants-fire
483,"""In the ‘old days’ if you were president and you had a good economy, you were basically immune from criticism.""",/factchecks/2019/apr/23/donald-trump/no-donald-trump-not-first-president-low-approval-a/,pants-fire
484,"""The 2008 election was the first election in which voters of color comprised over 25 percent of the electorate, and that number is going up.""",/factchecks/2019/apr/23/mac-heller/minority-electorate-surpassed-25-percent-when-obam/,true
485,"""The White House fully cooperated with the Special Counsel’s investigation.""",/factchecks/2019/apr/22/william-barr/did-trump-fully-cooperate-mueller-investigation-no/,false
486,"Says Jimmy Carter was the last ""U.S. president to say flat out those (Israeli) settlements are illegal.""",/factchecks/2019/apr/22/marianne-williamson/was-jimmy-carter-last-president-call-israeli-settl/,half-true
487,"In 2017, the first piece of legislation that Republicans passed ""made it easier for the mentally ill to purchase guns.""",/factchecks/2019/apr/22/eric-swalwell/did-republicans-rush-repeal-gun-control-law-mental/,half-true
488,"""There is $50 billion a year wasted in the Medicare program.""",/factchecks/2019/apr/19/tim-ryan/50-billion-medicare-waste-yes-s-how-much-improper-/,mostly-true
489,"Says President Donald Trump's ""effort to roll back regulations means that Big Ag now gets to inspect its own pork"" and ""they decided to stop testing for E. coli.""",/factchecks/2019/apr/16/tulsi-gabbard/fact-checking-tulsi-gabbards-tweet-about-meat-insp/,barely-true
490,"""People show up in the emergency room with a sprained ankle, 25 percent get an opioid prescription.""",/factchecks/2019/apr/16/joe-biden/joe-biden-cites-study-found-25-percent-ankle-sprai/,mostly-true
491,"""For every dollar we spend on actual peace creation, we spend over $1,000 on ways to prepare for war.""",/factchecks/2019/apr/15/marianne-williamson/us-spends-1000-times-more-war-peace-presidential-c/,half-true
492,"Says presidents George W. Bush and Barack Obama each tried to get immigration bills passed, but ""it did not work because the other party was unwilling to provide the president and his party a victory.""",/factchecks/2019/apr/15/howard-schultz/howard-schultzs-flawed-swipe-partisan-combat-immig/,barely-true
493,Says that the Council on American-Islamic Relations was founded in response to 9/11.,/factchecks/2019/apr/15/ilhan-omar/ilhan-omar-misstates-facts-about-cairs-founding/,false
494,"Says President Donald Trump ""cut funding from the Justice Department to investigate these domestic terrorist groups, these white supremacist groups.""",/factchecks/2019/apr/11/cory-booker/donald-trump-cut-funding-investigate-domestic-terr/,barely-true
495,"""We got to almost universal coverage in health care in Colorado.""",/factchecks/2019/apr/11/john-hickenlooper/hickenlooper-expanded-medicaid-created-state-run-m/,mostly-true
496,"""We cut unemployment by more than half"" in South Bend, Ind.",/factchecks/2019/apr/10/pete-buttigieg/did-south-bend-unemployment-fall-half-under-mayor-/,mostly-true
497,"Says President Donald Trump said asylum seekers ""aren't people. These are animals.""",/factchecks/2019/apr/08/tweets/tweet-leaves-out-context-donald-trumps-animals-rem/,false
498,"""The noise (from windmills) causes cancer.""",/factchecks/2019/apr/08/donald-trump/republicans-dismiss-trumps-windmill-and-cancer-cla/,pants-fire
499,"""Since 1973, the income of the bottom 90 percent, so pretty much all of us, didn’t budge, or even retreated a little bit.""",/factchecks/2019/apr/05/pete-buttigieg/has-income-stalled-bottom-90-1970s-pete-buttigieg-/,half-true
500,"Says his father, Fred Trump, was ""born in a very wonderful place in Germany.""",/factchecks/2019/apr/04/donald-trump/despite-what-donald-trump-keeps-saying-his-father-/,pants-fire
501,"Mergers and integration in agribusiness ""squeeze"" family farms, and ""the result is that farmers are getting a record-low amount of every dollar Americans spend on food.""",/factchecks/2019/apr/04/elizabeth-warren/why-do-farmers-get-so-little-our-food-dollars-us/,half-true
502,"""When the wind stops blowing, that’s the end of your electric.""",/factchecks/2019/apr/03/donald-trump/fact-checking-donald-trumps-take-wind-energy/,barely-true
503,"""America’s life expectancy has declined for the last three years in a row, the first time in a hundred years, because of surges in suicides and drug overdoses.""",/factchecks/2019/apr/03/andrew-yang/overdoses-suicide-driving-drop-us-life-expectancy-/,mostly-true
504,"""Every single (health care) plan that this White House has ever put forward since Donald Trump was elected covered pre-existing conditions.""",/factchecks/2019/apr/01/mick-mulvaney/republican-pre-existing-protections-leave-some-vul/,barely-true
505,"""The FBI said (former national security adviser Michael Flynn) wasn't lying.""",/factchecks/2019/mar/28/donald-trump/no-fbi-did-not-say-michael-flynn-did-not-lie-donal/,false
506,"Says Donald Trump’s health care policies have ""left millions more Americans uninsured since he took office.""",/factchecks/2019/mar/28/julian-castro/rise-uninsured-under-trump-tops-1-million-beware-e/,half-true
507,"The Trump budget ""cuts $845 billion, almost a trillion dollar cut in Medicare.""",/factchecks/2019/mar/26/joe-biden/trump-medicare-budget-cuts-billion/,barely-true
508,"After legalizing marijuana in Colorado, ""we haven't seen a spike in consumption.""",/factchecks/2019/mar/25/john-hickenlooper/did-spike-marijuana-use-colorado-after-legal/,half-true
509,"During her tenure as county attorney in Minnesota, ""there was a 65 percent decrease in incarceration of African-Americans.""",/factchecks/2019/mar/22/amy-klobuchar/did-african-american-incarceration-drop-65-under-a/,false
510,"""Farmer suicide rates are as high as they have been since the Great Depression.""",/factchecks/2019/mar/21/cory-booker/farmer-suicides-high-great-depression-no-data-says/,false
511,"""We have flown a Boeing 737 across the Atlantic Ocean on biofuels. We have flown F-18s.""",/factchecks/2019/mar/21/jay-inslee/fact-checking-climate-change-crusader-jay-inlees-m/,mostly-true
512,"""We pay far more for health care than any other country in the world, yet we have far worse outcomes than any other country in the world.""",/factchecks/2019/mar/18/tulsi-gabbard/yes-americans-spend-ton-health-care-worst-outcomes/,mostly-true
513,"""Seismic airgun blasting (used for energy exploration) is ... 16,000 times louder than"" a conventional airhorn.",/factchecks/2019/mar/15/joe-cunningham/yes-airguns-used-oil-gas-exploration-are-16000-tim/,mostly-true
514,"Says Paul Manafort’s sentencing judge, Amy Berman Jackson, ""conceded that there was absolutely no evidence of any Russian collusion in this case. So that makes two courts. Two courts have ruled no evidence of any collusion with any Russians.""",/factchecks/2019/mar/14/kevin-downing/pants-fire-claim-two-courts-backed-trumps-claim-no/,pants-fire
515,"""We have developed a wind industry (in Washington state) from zero to $6 billion in 12 years.""",/factchecks/2019/mar/13/jay-inslee/did-washington-state-build-6-billion-wind-farms-ov/,mostly-true
516,"The Boeing 737 Max 8, the type of plane that crashed in Ethiopia, continues to fly in the United States, despite the FAA saying ""software updates are likely coming.""",/factchecks/2019/mar/12/elizabeth-warren/warren-faa-leans-boeing-fix-737-max-8-software/,true
517,"""At $93 trillion, the Green New Deal would cost more than the entire recorded spending of the U.S. since the Constitution went into effect in 1789.""",/factchecks/2019/mar/12/joni-ernst/joni-ernst-says-green-new-deal-would-cost-93-trill/,false
518,"""Trump's campaign manager, Paul Manafort, commits bank and tax fraud and gets 47 months. A homeless man, Fate Winslow, helped sell $20 of pot and got life in prison.""",/factchecks/2019/mar/11/elizabeth-warren/comparing-manaforts-sentence-life-sentence-man-who/,mostly-true
519,"""The forest fires were so grotesque last year that we had the worst air in the world in Washington.""",/factchecks/2019/mar/08/jay-inslee/fact-checking-presidential-candidate-jay-inslee-cl/,mostly-true
520,"When Congress sought documents from President Barack Obama, the White House ""didn’t do anything. They didn’t give one letter of the request. Many requests were made. They didn’t give a letter.""",/factchecks/2019/mar/08/donald-trump/did-obamas-white-house-refuse-turn-over-any-docume/,pants-fire
521,"Says Beto O’Rourke and Sen. Kirsten Gillibrand ""have both said they would tear down the wall if elected president.""",/factchecks/2019/mar/07/america-first/did-beto-orourke-and-kirsten-gillibrand-say-theyd-/,half-true
522,"""Tax revenue went up, actually, $14 billion last year after the tax cut actually occurred. We had greater revenue.""",/factchecks/2019/mar/07/james-lankford/did-tax-collections-rise-after-gop-law-case-weak/,barely-true
523,"Says President Donald Trump ""came forth with a budget — a trillion dollar cut in Medicaid, $500 billion to Medicare, and $72 billion for the Social Security Disability Fund.""",/factchecks/2019/mar/06/bernie-sanders/sanders-attacks-trump-cuts-medicaid-medicar/,half-true
524,"With the Trump tax law, ""70 percent of the benefits went to the wealthiest 1 percent.""",/factchecks/2019/mar/05/sherrod-brown/do-70-benefits-trumps-tax-law-benefit-wealthiest-1/,half-true
525,"Raising the federal minimum wage to $15 ""would give more than 40 million low-wage workers a raise, more than 25 percent of the U.S. workforce.""",/factchecks/2019/mar/01/bernie-sanders/fact-checking-bernie-sanders-15-minimum-wage/,half-true
526,"""#MichaelCohen: Convicted of lying to Congress re: Russia investigation … #ElliottAbrams: Convicted of lying to Congress re: arming Contra death squads""",/factchecks/2019/mar/01/ilhan-omar/cohen-and-abrams-double-standard-lying-congress/,mostly-true
527,"Says President Donald Trump ""put out a $297 million contract to a vendor to show him how to hire Border Patrol. So, the first payment they made was $14.8 million. You know how many Border Patrol they hired with $14.8 million? Two.""",/factchecks/2019/mar/01/henry-cuellar/fact-checking-texas-congressman-border-patrol-hiri/,mostly-true
528,"""The Democrat(ic) position on abortion is now so extreme that they don’t mind executing babies AFTER birth.""",/factchecks/2019/feb/28/donald-trump/fact-checking-donald-trumps-tweet-saying-democrats/,false
529,"""We have a president who wanted to throw 32 million people off of the health care they had.""",/factchecks/2019/feb/28/bernie-sanders/sanders-trump-wanted-cut-health-care-32-million/,half-true
530,"""Half the states in the U.S. have laws that criminalize criticism.""",/factchecks/2019/feb/27/american-civil-liberties-union/no-state-laws-dont-criminalize-just-any-criticism/,barely-true
531,"Farmers are declaring bankruptcy ""in record numbers"" and ""the median income for U.S. farm households was -$1,548 in 2018.""",/factchecks/2019/feb/27/tulsi-gabbard/tulsi-gabbard/,barely-true
532,"""The high cost of child care is the No. 1 reason people give for having fewer children than they’d like.""",/factchecks/2019/feb/25/elizabeth-warren/warren-top-reason-having-fewer-kids-child-care/,half-true
533,"Says former Sen. Harry Reid ""got thrown out.""",/factchecks/2019/feb/25/donald-trump/donald-trump-wrong-harry-reid-was-thrown-out-offic/,pants-fire
534,"""We have just built this powerful Wall in New Mexico. Completed on January 30, 2019 — 47 days ahead of schedule!""",/factchecks/2019/feb/25/donald-trump/donald-trump-said-border-wall-built-new-mexico-tru/,half-true
535,"Prescription drugs ""are nearly 20 percent of our health care costs now when you include hospital prescription drugs.""",/factchecks/2019/feb/22/amy-klobuchar/20-health-costs-are-prescription-drugs-presidentia/,mostly-true
536,"""Since the passage of (the Violence Against Women Act), annual rates of domestic violence have dropped by 63 percent.""",/factchecks/2019/feb/22/joe-biden/how-much-have-domestic-violence-rates-fallen-viole/,half-true
537,"""In Canada, for a number of decades, they have provided quality care to all people without out-of-pocket expenses. You go in for cancer therapy, you don't take out your wallet.""",/factchecks/2019/feb/22/bernie-sanders/sanders-skips-canada-out-pocket-health/,half-true
538,"Says Kamala Harris said, ""We will take their (health) insurance away.""",/factchecks/2019/feb/21/cory-gardner/did-2020-presidential-candidate-kamala-harris-say-/,half-true
539,"""Comprehensive immigration reform, the bill we had back in 2013 ... brought the debt down $158 billion.""",/factchecks/2019/feb/20/amy-klobuchar/would-2013-immigration-bill-have-saved-158-b/,half-true
540,"""Violent crime is now going down for the first time in a long while.""",/factchecks/2019/feb/14/donald-trump/donald-trump-exaggerates-when-describing-drop-viol/,barely-true
541,"""In 2011, for example, the United Kingdom had 146 deaths due to gun violence; Denmark, 71; Portugal, 142; and Japan, 30. But last year, in the United States, almost 40,000.""",/factchecks/2019/feb/14/jerrold-nadler/does-us-have-more-gun-deaths-1-day-other-countries/,mostly-true
542,"""By rubber-stamping the Bayer-Monsanto merger, the Justice Department is handing control over one quarter of the world's seeds and pesticides market to one ginormous agribusiness.""",/factchecks/2019/feb/14/elizabeth-warren/warren-bayer-monsanto-controls-25-seed-pesticide-m/,half-true
543,"Says that at Beto O’Rourke’s rally in El Paso, there were ""200 people, 300 people.""",/factchecks/2019/feb/12/donald-trump/did-beto-orourke-attract-only-200-or-300-people-hi/,false
544,"""In 2017, the CEO of McDonalds got paid $21.8 million. The median pay for a McDonald's worker that year was $7,000. This is a moral outrage. We need a $15 minimum wage so that no one is paid a poverty wage.""",/factchecks/2019/feb/12/ilhan-omar/omar-trips-details-mcdonalds-ceo-and-typical-worke/,barely-true
545,"""I have more military experience than anybody who’s arrived behind that desk since George H.W. Bush.""",/factchecks/2019/feb/12/pete-buttigieg/would-white-house-hopeful-pete-buttigieg-have-more/,true
546,"""The border city of El Paso, Texas, used to have extremely high rates of violent crime — one of the highest in the country, and considered one of our nation's most dangerous cities. Now, immediately upon its building, with a powerful barrier in place, El Paso is one of the safest cities in our country.""",/factchecks/2019/feb/08/donald-trump/no-border-barrier-did-not-drive-down-crime-el-paso/,false
547,"""Even the (Congressional Budget Office) says if you lower Medicare to allow 50 year olds to get into it, you can not only save the government money, but you can lower premiums for all Americans.""",/factchecks/2019/feb/08/cory-booker/medicare-booker-cites-non-existent-cbo-study/,false
548,"""The Dems and their committees are going ‘nuts.’ The Republicans never did this to President Obama.""",/factchecks/2019/feb/07/donald-trump/Yes-President-Trump-Congress-also-investigated/,barely-true
549,"""There was virtually no new business investment"" after the 2017 tax law. ""The bulk was used to buy back their own stock.""",/factchecks/2019/feb/04/joe-biden/did-tax-bill-lead-virtually-no-new-business-invest/,half-true
550,"""Go back to 2005 until now, we have quadrupled the number of Border Patrol agents.""",/factchecks/2019/feb/01/adam-smith/has-number-border-patrol-agents-quadrupled-2005/,false
551,"""The top 0.1 percent ... own about the same wealth as 90 percent of America.""",/factchecks/2019/jan/31/elizabeth-warren/warren-top-01-own-about-much-bottom-90/,mostly-true
552,"""Over 40 percent of the American people don't have $400 in the bank.""",/factchecks/2019/jan/29/howard-schultz/checking-howard-schultzs-claim-40-percent-american/,mostly-true
553,"""58,000 non-citizens voted in Texas, with 95,000 non-citizens registered to vote.""",/factchecks/2019/jan/28/donald-trump/trump-wrongly-tweets-58000-noncitizens-voted-texas/,false
554,"""We are not even into February and the cost of illegal immigration so far this year is $18,959,495,168. Cost Friday was $603,331,392. There are at least 25,772,342 illegal aliens, not the 11,000,000 that have been reported for years, in our Country.""",/factchecks/2019/jan/28/donald-trump/fact-checking-donald-trumps-claim-cost-illegal-imm/,false
555,"""One in three women is sexually assaulted on the dangerous journey north.""",/factchecks/2019/jan/25/donald-trump/trump-said-1-3-migrant-women-sexually-assaulted-jo/,half-true
556,"""7 million more Americans are uninsured now than when President Trump was elected.""",/factchecks/2019/jan/25/maria-cantwell/have-7-million-americans-become-uninsured-2016/,half-true
557,"""Kamala Harris is NOT eligible to be President.""",/factchecks/2019/jan/22/jacob-wohl/yes-kamala-harris-eligible-run-president/,pants-fire
558,"""The caliphate has crumbled and ISIS has been defeated.""",/factchecks/2019/jan/17/mike-pence/mike-pence-wrong-isis-has-been-defeated/,barely-true
559,"Says the Trump administration has ""a scheme to try to take (Oleg Deripaska’s) ownership level down from 70 percent to roughly 40, 45"" so that the Russian company is no longer subject to sanctions.",/factchecks/2019/jan/15/mark-warner/trump-wants-lift-sanctions-related-russian-oligarc/,half-true
560,"Says there’s ""never (been) so many apprehensions ever in our history.""",/factchecks/2019/jan/11/donald-trump/donald-trump-falsely-says-theres-never-been-so-man/,false
561,"""When I say Mexico is going to pay for the wall, that's what I said. Mexico is going to pay. I didn't say they're going to write me a check for $20 billion or $10 billion.""",/factchecks/2019/jan/10/donald-trump/trump-claims-he-never-meant-mexico-would-write-che/,false
562,"Says Sen. Charles Schumer ""repeatedly supported a physical barrier in the past along with many other Democrats. They changed their mind only after I was elected president.""",/factchecks/2019/jan/09/donald-trump/trump-democrats-reverse-border-wall-position/,barely-true
563,"""At the request of Democrats, it will be a steel barrier rather than a concrete wall.""",/factchecks/2019/jan/09/donald-trump/no-democrats-didnt-ask-steel-wall-donald-trump/,false
564,"With the Republican tax law, ""the rich folks got $1.5 trillion.""",/factchecks/2019/jan/09/elizabeth-warren/warren-overstates-share-tax-cuts-rich/,half-true
565,"""The reason Russia was in Afghanistan was because terrorists were going into Russia.""",/factchecks/2019/jan/09/donald-trump/trump-soviet-invasion-afghanistan-facts-wrong/,pants-fire
566,"""Mexico is paying for the Wall through the new USMCA Trade Deal.""",/factchecks/2019/jan/04/donald-trump/no-usmca-trade-deal-wont-pay-border-wall-despite-d/,false
567,"""The 2017/2018 budgets gave (President Donald) Trump billions for border upgrades. He’s spent ALMOST NONE of it. 6%.""",/factchecks/2019/jan/04/chris-murphy/has-trump-administration-spent-only-6-percent-bord/,barely-true
568,"Says troops recently received ""one of the biggest pay raises"" ever, and that it was the first pay increase in ""more than 10 years.""",/factchecks/2018/dec/27/donald-trump/trump-military-pay-increases-wrong-size-timing/,pants-fire
569,"""Russia, Iran, Syria & many others are not happy"" about U.S. troops leaving Syria.",/factchecks/2018/dec/21/donald-trump/donald-trump-claims-russia-not-happy-us-troops-are/,false
570,"Says 19,000 text messages exchanged between former FBI officials that were ""purposely and illegally deleted ... would have explained (the special counsel investigation) hoax.""",/factchecks/2018/dec/19/donald-trump/no-evidence-fbi-officials-texts-deliberately-erase/,pants-fire
571,"""In the United States, if there was equal participation of women in the labor market, GDP would be up by 5 percent.""",/factchecks/2018/dec/12/christine-lagarde/if-women-worked-much-men-would-gdp-jump-5/,half-true
572,"""After a decade of progress, the rate of uninsured children is now rising.""",/factchecks/2018/dec/05/amy-klobuchar/amy-klobuchar-number-rate-children-without-insuran/,mostly-true
573,"Says the United States loses ""250 Billion Dollars a year on illegal immigration, not including the terrible drug flow. Top Border Security, including a Wall, is $25 Billion. Pays for itself in two months.""",/factchecks/2018/dec/05/donald-trump/donald-trumps-false-claim-about-cost-illegal-immig/,false
574,"""$21T in Pentagon accounting errors. Medicare for All costs ~$32T. That means 66% of Medicare for All could have been funded already by the Pentagon.""",/factchecks/2018/dec/03/alexandria-ocasio-cortez/alexandria-ocasio-cortez-wrong-scale-pentagon-acco/,false
575,"""There’s bipartisan consensus that (Matthew Whitaker’s) appointment violates the Appointments Clause of the Constitution.""",/factchecks/2018/nov/29/nancy-pelosi/nancy-pelosi-wrong-legal-debate-over-attorney-gene/,false
576,"Says of immigrant family separations at the border, ""we had the exact same policy as the Obama administration.""",/factchecks/2018/nov/29/donald-trump/donald-trump-falsely-says-family-separations-were-/,false
577,"""Tear gas was used on average once a month during the Obama administration for very similar circumstances.""",/factchecks/2018/nov/28/sarah-huckabee-sanders/sarah-sanders-says-obama-tear-gas-border-month/,mostly-true
578,"In her defeat of Republican Rep. Karen Handel, Democratic challenger Lucy McBath ""was outspent 5-1.""",/factchecks/2018/nov/28/alexandria-ocasio-cortez/alexandria-ocasio-cortez-wrong-about-spending-geor/,false
579,"Sanctuary jurisdictions ""violate the laws of our nation.""",/factchecks/2018/nov/27/steve-daines/sanctuary-jurisdictions-violate-laws-our-nation-s-/,barely-true
580,"Just before Thanksgiving, oil was $54 a barrel, down from $82. ""Thank you to Saudi Arabia.""",/factchecks/2018/nov/26/donald-trump/saudi-arabia-thank-lower-oil-prices-donald-trump-s/,half-true
581,"""There have been no hearings"" on a criminal justice bill being considered in the Senate.",/factchecks/2018/nov/20/tom-cotton/were-there-no-hearings-bipartisan-criminal-justice/,barely-true
582,"""If you buy, you know, a box of cereal, if you do anything, you have a voter ID. … The only thing you don’t is if you’re a voter of the United States.""",/factchecks/2018/nov/16/donald-trump/do-you-need-id-buy-box-cereal-no/,pants-fire
583,"""15,000 troops will not see their families for #Thanksgiving because of @realDonaldTrump’s Scaravan Stunt. Oh yeah, it’s also costing you 200 million dollars.""",/factchecks/2018/nov/15/eric-swalwell/how-many-troops-has-donald-trump-sent-us-border/,half-true
584,"""In the House, Republicans dramatically outperformed historical precedents.""",/factchecks/2018/nov/08/donald-trump/were-gops-house-losses-dramatically-smaller-histor/,false
585,"""This election marks the largest Senate gains for a president's party in a first midterm election since at least President Kennedy's in 1962.""",/factchecks/2018/nov/08/donald-trump/donald-trump-right-history-behind-republicans-sena/,half-true
586,"Says ""Kurt Russell supports Trump"" by wearing a Trump T-shirt.",/factchecks/2018/nov/06/blog-posting/photo-kurt-russell-trump-t-shirt-doctored/,pants-fire
587,"""Judicial Watch reports show 1.7 million California votes are not registered voters!""",/factchecks/2018/nov/06/blog-posting/false-facebook-post-claims-millions-fraudulent-vot/,pants-fire
588,"Says Brendan Kelly ""allowed half of the criminals he faced to walk free"" and ""failed to protect women who were violently assaulted,"" allowing ""those guilty of sexual assault to cut inexcusable plea deals.""",/factchecks/2018/nov/05/mike-bost/illinois-mike-bost-attacks-brendan-kellys-record-p/,barely-true
